budget,revenue,actor,director,runtime,genre,variance,profit
11000000,16000000,Kane Hodder,James Isaac,91,Horror,1.454545455,5000000
11000000,23430766,Jerry O'Connell,Gregory Poirier,95,Comedy,2.130069636,12430766
11000000,38105395,Dakota Fanning,Gina Prince-Bythewood,114,Adventure,3.464126818,27105395
11000000,775398007,Mark Hamill,George Lucas,121,Adventure,70.49072791,764398007
11000000,13276953,Marla Sokoloff,Francine McDougall,81,Crime,1.206995727,2276953
11000000,59520298,Maggie Smith,Dustin Hoffman,98,Drama,5.410936182,48520298
11000000,3639345,Liam Hemsworth,Dito Montiel,94,Action,0.3308495455,-7360655
11000000,49797148,Tom Berenger,David S. Ward,107,Comedy,4.527013455,38797148
11000000,1863315,Marie Avgeropoulos,Daniel Benmayor,94,Action,0.1693922727,-9136685
11000000,8862354,Craig Sheffer,Clive Barker,102,Action,0.8056685455,-2137646
11000000,13196245,Chris Rock,Chris Rock,90,Comedy,1.199658636,2196245
11000000,13110448,Bill Paxton,Bill Paxton,100,Drama,1.191858909,2110448
11000000,41227069,Mandy Moore,Adam Shankman,101,Drama,3.747915364,30227069
11500000,186702,Kate Beckinsale,Rod Lurie,108,Drama,0.01623495652,-11313298
11500000,57469467,Dale Midkiff,Mary Lambert,103,Drama,4.997344957,45969467
11500000,1402307,Jean-Claude Van Damme,John Hyams,114,Thriller,0.1219397391,-10097693
11500000,23237911,Anthony Hopkins,James Ivory,134,Drama,2.020687913,11737911
11500000,69564,Mischa Barton,Brett Simon,93,Comedy,0.006049043478,-11430436
11500000,20079850,Winona Ryder,Ben Stiller,99,Drama,1.746073913,8579850
11700000,88036683,Annabella Sciorra,Curtis Hanson,110,Drama,7.524502821,76336683
11800000,40272135,Cate Blanchett,Todd Haynes,118,Romance,3.412892797,28472135
11930000,18340000,Kate Winslet,Jocelyn Moorhouse,118,Drama,1.537300922,6410000
12000000,10289,Jason Statham,Tony Giglio,106,Drama,0.0008574166667,-11989711
12000000,4884663,Karen Black,Tobe Hooper,100,Science Fiction,0.40705525,-7115337
12000000,75781642,Ice Cube,Tim Story,102,Comedy,6.315136833,63781642
12000000,96070507,Michael Ealy,Tim Story,123,Comedy,8.005875583,84070507
12000000,17292381,Alex D. Linz,Tim Hill,86,Comedy,1.44103175,5292381
12000000,29800000,Mickey Rooney,Ted Berman,82,Adventure,2.483333333,17800000
12000000,61141030,Britney Spears,Tamra Davis,93,Action,5.095085833,49141030
12000000,40716963,Paul Newman,Sydney Pollack,116,Drama,3.39308025,28716963
12000000,5285197,Blake Woodruff,Stewart Hendler,94,Crime,0.4404330833,-6714803
12000000,100129872,Judi Dench,Stephen Frears,98,Drama,8.344156,88129872
12000000,66351,Eric Bana,Stefan Ruzowitzky,95,Crime,0.00552925,-11933649
12000000,56715371,Keir Dullea,Stanley Kubrick,149,Science Fiction,4.726280917,44715371
12000000,60000000,Kirk Douglas,Stanley Kubrick,197,Action,5,48000000
12000000,22765081,Kris Kristofferson,Sam Peckinpah,110,Action,1.897090083,10765081
12000000,6754898,Annette Bening,Ryan Murphy,116,Drama,0.5629081667,-5245102
12000000,20000000,Steve McQueen,Robert Wise,182,Action,1.666666667,8000000
12000000,15008161,Danny Trejo,Robert Rodriguez,107,Action,1.250680083,3008161
12000000,4922166,Kelly Clarkson,Robert Iscove,90,Comedy,0.4101805,-7077834
12000000,101332962,Greg Kinnear,Randall Wallace,99,Drama,8.4444135,89332962
12000000,39673162,Pam Grier,Quentin Tarantino,154,Action,3.306096833,27673162
12000000,9584131,David Belle,Pierre Morel,84,Action,0.7986775833,-2415869
12000000,84967,Josh Hartnett,Petter Næss,92,Comedy,0.007080583333,-11915033
12000000,68706993,Harrison Ford,Peter Weir,113,Crime,5.72558275,56706993
12000000,972512,Woody Harrelson,Oren Moverman,108,Crime,0.08104266667,-11027488
12000000,100000000,Oliver Cooper,Nima Nourizadeh,88,Comedy,8.333333333,88000000
12000000,96800000,William Shatner,Nicholas Meyer,113,Science Fiction,8.066666667,84800000
12000000,35485056,Richard Gere,Nicholas Jarecki,100,Drama,2.957088,23485056
12000000,6814789,Michael Fassbender,Neil Marshall,97,Drama,0.5678990833,-5185211
12000000,1644755,Colin Farrell,Neil Jordan,111,Drama,0.1370629167,-10355245
12000000,20138836,Kal Penn,Mira Nair,122,Drama,1.678236333,8138836
12000000,81272766,Roselyn Sánchez,Mike McCoy,110,Action,6.7727305,69272766
12000000,52223306,Robin Williams,Mark Romanek,96,Horror,4.351942167,40223306
12000000,15945534,John Candy,Mark L. Lester,88,Action,1.3287945,3945534
12000000,1381665,Alan Rickman,Marc Evans,112,Romance,0.11513875,-10618335
12000000,204940,Keanu Reeves,Malcolm Venville,108,Action,0.01707833333,-11795060
12000000,27400000,Christina Ricci,Lesli Linka Glatter,100,Comedy,2.283333333,15400000
12000000,56298474,Salma Hayek,Julie Taymor,123,Drama,4.6915395,44298474
12000000,35931410,Ashton Kutcher,Joshua Michael Stern,128,Drama,2.994284167,23931410
12000000,305151265,Shailene Woodley,Josh Boone,125,Romance,25.42927208,293151265
12000000,43493123,John Cho,Jon Hurwitz,107,Comedy,3.624426917,31493123
12000000,15942628,Patrick Swayze,John Irvin,108,Adventure,1.328552333,3942628
12000000,40855419,Jennifer Carpenter,John Erick Dowdle,89,Horror,3.40461825,28855419
12000000,22921898,Matt Damon,John Dahl,121,Drama,1.910158167,10921898
12000000,79567667,Matthew Broderick,John Badham,114,Thriller,6.630638917,67567667
12000000,31155435,Method Man,Jesse Dylan,93,Comedy,2.59628625,19155435
12000000,22939027,Charlize Theron,Jason Reitman,94,Comedy,1.911585583,10939027
12000000,3148182,Joaquin Phoenix,James Gray,110,Drama,0.2623485,-8851818
12000000,85512300,Nat Wolff,Jake Schreier,109,Drama,7.126025,73512300
12000000,110996879,Michael J. Fox,Herbert Ross,111,Comedy,9.249739917,98996879
12000000,38368909,Dane Cook,Greg Coolidge,103,Comedy,3.197409083,26368909
12000000,7070330,Ioan Gruffudd,Gábor Csupó,103,Adventure,0.5891941667,-4929670
12000000,3769990,Andre Gower,Fred Dekker,82,Horror,0.3141658333,-8230010
12000000,53267000,Steve McQueen,Franklin J. Schaffner,151,Crime,4.438916667,41267000
12000000,89800000,George C. Scott,Franklin J. Schaffner,172,Drama,7.483333333,77800000
12000000,21001563,Cher,Franco Zeffirelli,117,Comedy,1.75013025,9001563
12000000,23006849,Emma Roberts,Elizabeth Allen Rosenbaum,104,Fantasy,1.917237417,11006849
12000000,46044400,Steven Seagal,Dwight H. Little,94,Action,3.837033333,34044400
12000000,24829644,Brad Dourif,Don Mancini,87,Comedy,2.069137,12829644
12000000,41205099,Adam Sandler,Dennis Dugan,92,Comedy,3.43375825,29205099
12000000,9622846,Eva Longoria,Dean Wright,145,Drama,0.8019038333,-2377154
12000000,32248241,Jonny Weston,Dean Israelite,106,Science Fiction,2.687353417,20248241
12000000,78756177,Leslie Nielsen,David Zucker,85,Action,6.56301475,66756177
12000000,2521,Samuel L. Jackson,David Weaver,90,Thriller,0.0002100833333,-11997479
12000000,56309766,Jessica Alba,David Moreau,98,Drama,4.6924805,44309766
12000000,60273173,Michael Ealy,David M. Rosenthal,100,Drama,5.022764417,48273173
12000000,21133087,Kevin Bacon,David Koepp,99,Horror,1.761090583,9133087
12000000,22750363,Sean Astin,David Anspaugh,114,Drama,1.895863583,10750363
12000000,1456675,John Hawkes,Daniel Schechter,94,Comedy,0.1213895833,-10543325
12000000,32726956,Katy Perry,Dan Cutforth,93,Documentary,2.727246333,20726956
12000000,11293663,Ryan Gosling,Craig Gillespie,106,Comedy,0.9411385833,-706337
12000000,5542025,Catherine O'Hara,Christopher Guest,86,Comedy,0.4618354167,-6457975
12000000,31179516,Cedric the Entertainer,Christopher Erskin,97,Comedy,2.598293,19179516
12000000,15826984,Pat Morita,Christopher Cain,107,Adventure,1.318915333,3826984
12000000,9620399,Lindsay Lohan,Chris Sivertson,105,Crime,0.8016999167,-2379601
12000000,12077441,Mia Wasikowska,Chan-wook Park,99,Drama,1.006453417,77441
12000000,42931041,Jason Statham,Brian Taylor,88,Action,3.57758675,30931041
12000000,37170057,John Lithgow,Brian De Palma,91,Drama,3.09750475,25170057
12000000,36450736,Kathleen Turner,Bob Clark,97,Comedy,3.037561333,24450736
12000000,30400000,Barbra Streisand,Barbra Streisand,132,Music,2.533333333,18400000
12000000,114194847,Channing Tatum,Anne Fletcher,104,Music,9.51623725,102194847
12000000,4000000,David Duchovny,Andy Wilson,94,Drama,0.3333333333,-8000000
12000000,17654912,Bruce Dern,Alexander Payne,115,Drama,1.471242667,5654912
12000000,30036000,Meryl Streep,Alan J. Pakula,151,Drama,2.503,18036000
12250000,2295423,Guy Pearce,David Michôd,100,Crime,0.1873814694,-9954577
12300000,84460846,Gabriel Damon,Don Bluth,69,Animation,6.866735447,72160846
12305523,36230219,Mel Gibson,George Miller,107,Action,2.944224232,23924696
12468389,29007412,Rebel Wilson,Stephan Elliott,97,Comedy,2.326476339,16539023
12500000,3878993,"Clifton Collins, Jr.",William Dear,118,Drama,0.31031944,-8621007
12500000,12281551,Christian Slater,Tony Scott,120,Action,0.98252408,-218449
12500000,6732980,Hilary Swank,Tony Goldwyn,107,Drama,0.5386384,-5767020
12500000,27206120,Rumer Willis,Stewart Hendler,101,Horror,2.1764896,14706120
12500000,49002684,Kevin Hart,Steve Pink,100,Comedy,3.92021472,36502684
12500000,20416563,Vera Farmiga,Mark Herman,94,War,1.63332504,7916563
12500000,1353868,Zac Efron,Lee Daniels,107,Thriller,0.10830944,-11146132
12500000,10725228,Al Pacino,James Foley,100,Crime,0.85801824,-1774772
12500000,238227,Richard Chamberlain,J. Lee Thompson,100,Action,0.01905816,-12261773
12500000,1083683,Kevin Spacey,George Hickenlooper,108,Crime,0.08669464,-11416317
12500000,75993061,Ryan Gosling,George Clooney,101,Drama,6.07944488,63493061
12500000,23367586,Derek Luke,Denzel Washington,120,Drama,1.86940688,10867586
12600000,28650575,Desmond Harrington,Rob Schmidt,84,Horror,2.273855159,16050575
12600000,18658381,Tom Hardy,Michaël R. Roskam,106,Drama,1.480823889,6058381
12700000,3430018,Brendan Gleeson,Don McKellar,112,Comedy,0.2700801575,-9269982
12800000,40031879,Björk,Lars von Trier,140,Drama,3.127490547,27231879
13000000,17917287,Vincent Pérez,Tim Pope,84,Action,1.378252846,4917287
13000000,91038276,Julia Stiles,Thomas Carter,112,Drama,7.002944308,78038276
13000000,54837234,Bill Murray,Theodore Melfi,102,Comedy,4.218248769,41837234
13000000,75511123,Columbus Short,Sylvain White,114,Drama,5.808547923,62511123
13000000,3752426,Kristy Swanson,Stewart Raffill,95,Fantasy,0.2886481538,-9247574
13000000,33400000,Logan Lerman,Stephen Chbosky,102,Drama,2.569230769,20400000
13000000,22863596,John Cusack,Spike Jonze,112,Fantasy,1.758738154,9863596
13000000,18295,Penélope Cruz,Sergio Castellitto,127,Drama,0.001407307692,-12981705
13000000,48065672,Miles Teller,Scott Moore,93,Comedy,3.697359385,35065672
13000000,37664855,Jamie Lee Curtis,Rick Rosenthal,94,Horror,2.897296538,24664855
13000000,114956699,Meryl Streep,Phyllida Lloyd,105,History,8.842823,101956699
13000000,18000000,Tina Fey,Paul Weitz,107,Comedy,1.384615385,5000000
13000000,53000000,Peter Weller,Paul Verhoeven,102,Action,4.076923077,40000000
13000000,11130889,Billy Bob Thornton,Michael Polish,104,Adventure,0.8562222308,-1869111
13000000,1784763,Olivia Taylor Dudley,Mark Neveldine,91,Thriller,0.1372894615,-11215237
13000000,16757163,Ryan Phillippe,Mark Christopher,93,Music,1.289012538,3757163
13000000,1646788,Tom Hiddleston,Marc Abraham,123,Drama,0.126676,-11353212
13000000,27007143,Mark Wahlberg,Kirk Wong,91,Action,2.077472538,14007143
13000000,8946237,Helen Mirren,Kevin Williamson,96,Comedy,0.6881720769,-4053763
13000000,98441954,Justin Bieber,Jon M. Chu,105,Documentary,7.572458,85441954
13000000,7820688,Kathleen Turner,John Waters,95,Crime,0.6015913846,-5179312
13000000,16929123,Kirsten Dunst,John Stockwell,99,Drama,1.302240231,3929123
13000000,4619014,Jerry O'Connell,John Payson,78,Fantasy,0.3553087692,-8380986
13000000,35763605,Alex Vincent,John Lafia,84,Drama,2.751046538,22763605
13000000,97837138,Colin Farrell,Joel Schumacher,81,Thriller,7.525933692,84837138
13000000,65796862,Daniel Day-Lewis,Jim Sheridan,133,Drama,5.061297077,52796862
13000000,318000141,Patrick Wilson,James Wan,112,Horror,24.46154931,305000141
13000000,17040871,Bill Paxton,James Cameron,92,Family,1.310836231,4040871
13000000,20560255,Justin Whalin,Jack Bender,90,Horror,1.581558077,7560255
13000000,14894347,Penélope Cruz,Isabel Coixet,112,Drama,1.145719,1894347
13000000,10652035,Jim Carrey,Glenn Ficarra,98,Comedy,0.8193873077,-2347965
13000000,32848185,Helen Mirren,Gavin Hood,102,Drama,2.526783462,19848185
13000000,754249,Nathaniel Brown,Gaspar Noé,161,Fantasy,0.05801915385,-12245751
13000000,47542841,Al Pacino,Francis Ford Coppola,200,Drama,3.657141615,34542841
13000000,96060858,Ashton Kutcher,Eric Bress,113,Science Fiction,7.389296769,83060858
13000000,1151330,Sigourney Weaver,Douglas McGrath,110,Drama,0.08856384615,-11848670
13000000,8038508,Jeremy Irons,David Cronenberg,115,Drama,0.6183467692,-4961492
13000000,45300000,Teo Halm,Dave Green,89,Family,3.484615385,32300000
13000000,327803731,Natalie Portman,Darren Aronofsky,108,Drama,25.21567162,314803731
13000000,73180723,Ashton Kutcher,Danny Leiner,83,Comedy,5.629286385,60180723
13000000,23727301,Romain Duris,Cédric Klapisch,129,Comedy,1.825177,10727301
13000000,68572378,Halle Berry,Brad Anderson,94,Thriller,5.274798308,55572378
13000000,123922370,Robin Williams,Barry Levinson,121,Comedy,9.53249,110922370
13000000,27500000,Kirsten Dunst,Andrew Fleming,94,Comedy,2.115384615,14500000
13000000,428868,Gabrielle Anwar,Abel Ferrara,87,Horror,0.03298984615,-12571132
13200000,53830415,Idris Elba,Sam Miller,84,Thriller,4.078061742,40630415
13200000,15171476,Maxwell Caulfield,Patricia Birch,115,Comedy,1.149354242,1971476
13300000,5380251,Scarlett Johansson,Jonathan Glazer,108,Thriller,0.4045301504,-7919749
13500000,11285588,Woody Allen,Woody Allen,104,Comedy,0.8359694815,-2214412
13500000,29027914,Julianne Moore,Todd Haynes,107,Drama,2.150215852,15527914
13500000,201965915,Judith Hoag,Steve Barron,93,Science Fiction,14.96043815,188465915
13500000,187674,Jeremy Irvine,Roland Emmerich,129,Drama,0.01390177778,-13312326
13500000,7060876,Geoffrey Rush,Philip Kaufman,124,Drama,0.5230278519,-6439124
13500000,19255873,Geoffrey Rush,Giuseppe Tornatore,124,Drama,1.426360963,5755873
13800000,52293982,Paul Newman,Martin Scorsese,119,Drama,3.789418986,38493982
13800000,27100027,Burt Reynolds,Don Bluth,89,Drama,1.963770072,13300027
14000000,2735731,Woody Allen,Woody Allen,85,Thriller,0.1954093571,-11264269
14000000,173046663,David Arquette,Wes Craven,111,Crime,12.36047593,159046663
14000000,18090181,Heather Langenkamp,Wes Craven,112,Horror,1.292155786,4090181
14000000,19800000,Eddie Murphy,Wes Craven,100,Comedy,1.414285714,5800000
14000000,32645546,Jeff Daniels,Wayne Wang,106,Comedy,2.331824714,18645546
14000000,12314651,Rob Corddry,Steve Pink,93,Comedy,0.8796179286,-1685349
14000000,34670720,Glenn Close,Stephen Frears,119,Drama,2.47648,20670720
14000000,32482682,Spike Lee,Spike Lee,132,Drama,2.320191571,18482682
14000000,6856989,Richard Gere,Scott McGehee,104,Drama,0.4897849286,-7143011
14000000,16002420,Carey Mulligan,Sarah Gavron,106,Drama,1.14303,2002420
14000000,24637469,Whitney Houston,Salim Akil,116,Drama,1.759819214,10637469
14000000,13551174,Sigourney Weaver,Rodrigo Cortés,119,Thriller,0.967941,-448826
14000000,1755212,Madeline Carroll,Rob Reiner,90,Comedy,0.1253722857,-12244788
14000000,63513743,Jason Scott Lee,Rob Cohen,120,Drama,4.536695929,49513743
14000000,21409028,Forest Whitaker,Rick Famuyiwa,103,Comedy,1.529216286,7409028
14000000,34793160,Klaus Maria Brandauer,Randal Kleiser,107,Action,2.485225714,20793160
14000000,62134225,Nick Nolte,Paul Mazursky,103,Comedy,4.438158929,48134225
14000000,161001698,Tom Cruise,Oliver Stone,145,Drama,11.50012129,147001698
14000000,18535191,Cate Blanchett,Oliver Parker,97,Drama,1.323942214,4535191
14000000,85446075,Jeffrey Dean Morgan,Ole Bornedal,92,Horror,6.103291071,71446075
14000000,233555708,Benedict Cumberbatch,Morten Tyldum,113,History,16.68255057,219555708
14000000,10424470,Monica Potter,Mark Waters,86,Comedy,0.744605,-3575530
14000000,185438673,Roger Moore,Lewis Gilbert,125,Adventure,13.2456195,171438673
14000000,25482931,Ice Cube,Kevin Bray,95,Action,1.820209357,11482931
14000000,46495,Anna Paquin,Kenneth Lonergan,149,Drama,0.003321071429,-13953505
14000000,11417362,Victoria Justice,Josh Schwartz,87,Comedy,0.8155258571,-2582638
14000000,154864401,Leon Robinson,Jon Turteltaub,98,Comedy,11.06174293,140864401
14000000,27515786,Janet Jackson,John Singleton,109,Drama,1.965413286,13515786
14000000,38574362,Jennifer Morrison,John Ottman,97,Horror,2.755311571,24574362
14000000,875386,Jean-Claude Van Damme,John Hyams,97,Adventure,0.06252757143,-13124614
14000000,116000000,Steve McQueen,John Guillermin,159,Action,8.285714286,102000000
14000000,39673161,Steven Seagal,John Flynn,91,Action,2.833797214,25673161
14000000,30749142,Linda Blair,John Boorman,118,Horror,2.196367286,16749142
14000000,5080409,Gabriel Byrne,Joel Coen,115,Drama,0.3628863571,-8919591
14000000,72527595,Alicia Witt,Jamie Blanks,99,Horror,5.1805425,58527595
14000000,35856053,George C. Scott,Harold Becker,126,Drama,2.561146643,21856053
14000000,463000000,Julia Roberts,Garry Marshall,119,Romance,33.07142857,449000000
14000000,6413915,Jason Segel,Dewey Nicks,86,Comedy,0.4581367857,-7586085
14000000,5108820,Joshua Jackson,Davis Guggenheim,90,Drama,0.3649157143,-8891180
14000000,22852638,Milla Jovovich,David Twohy,98,Thriller,1.632331286,8852638
14000000,13015688,Alain Delon,David Lowell Rich,123,Action,0.929692,-984312
14000000,111721910,Omar Sharif,David Lean,197,Drama,7.980136429,97721910
14000000,57915972,Danny DeVito,Danny DeVito,88,Crime,4.136855143,43915972
14000000,159157447,Clint Eastwood,Clint Eastwood,131,Western,11.36838907,145157447
14000000,178043761,Heath Ledger,Ang Lee,134,Drama,12.7174115,164043761
14000000,320145693,Michael Douglas,Adrian Lyne,119,Horror,22.8675495,306145693
14200000,674918,Bryce Dallas Howard,Lars von Trier,139,Drama,0.04752943662,-13525082
14350531,3964682,Nick Frost,Joe Cornish,88,Action,0.2762742368,-10385849
14400000,34700291,Sam Waterston,Roland Joffé,141,War,2.409742431,20300291
14500000,8089290,Michael Paré,Walter Hill,93,Action,0.557882069,-6410710
14500000,22963701,Jamel Debbouze,Rachid Bouchareb,128,Drama,1.583703517,8463701
14500000,147298761,Leonardo DiCaprio,Baz Luhrmann,120,Drama,10.15853524,132798761
14600000,70906973,Bill Murray,Harold Ramis,101,Romance,4.856641986,56306973
14800000,122413057,Channing Tatum,Gregory Jacobs,115,Comedy,8.2711525,107613057
15000000,85306374,Jonathan Rhys Meyers,Woody Allen,124,Drama,5.6870916,70306374
15000000,96408652,Scarlett Johansson,Woody Allen,96,Drama,6.427243467,81408652
15000000,10631333,Mia Farrow,Woody Allen,82,Fantasy,0.7087555333,-4368667
15000000,6700000,Woody Allen,Woody Allen,95,Comedy,0.4466666667,-8300000
15000000,32056467,Brian Bedford,Wolfgang Reitherman,83,Animation,2.1370978,17056467
15000000,9500000,Paul Walker,Wayne Kramer,122,Action,0.6333333333,-5500000
15000000,6405245,Alexis Bledel,Vicky Jenson,89,Comedy,0.4270163333,-8594755
15000000,317000,William Hurt,Udayan Prasad,102,Drama,0.02113333333,-14683000
15000000,55184721,Tyler Perry,Tyler Perry,113,Comedy,3.6789814,40184721
15000000,356830601,Tom Cruise,Tony Scott,110,Drama,23.78870673,341830601
15000000,12036149,Tommy Lee Jones,Tommy Lee Jones,121,Adventure,0.8024099333,-2963851
15000000,107217396,Jim Carrey,Tom Shadyac,86,Comedy,7.1478264,92217396
15000000,414211549,Colin Firth,Tom Hooper,118,Drama,27.61410327,399211549
15000000,64191523,Eddie Redmayne,Tom Hooper,120,Drama,4.279434867,49191523
15000000,73326666,Geena Davis,Tim Burton,92,Fantasy,4.8884444,58326666
15000000,75700498,Zachary Gordon,Thor Freudenthal,94,Comedy,5.046699867,60700498
15000000,30127963,Jim Caviezel,Thomas Carter,115,Drama,2.008530867,15127963
15000000,125212904,Sylvester Stallone,Ted Kotcheff,93,Action,8.347526933,110212904
15000000,146292009,Whoopi Goldberg,Steven Spielberg,154,Drama,9.7528006,131292009
15000000,59209,Elizabeth Banks,Steven Brill,95,Comedy,0.003947266667,-14940791
15000000,123384128,Helen Mirren,Stephen Frears,103,Drama,8.225608533,108384128
15000000,13060843,Edward Norton,Spike Lee,135,Crime,0.8707228667,-1939157
15000000,19145732,Emma Watson,Sofia Coppola,90,Drama,1.276382133,4145732
15000000,66966987,Camilla Belle,Simon West,87,Horror,4.4644658,51966987
15000000,30102717,Jean-Claude Van Damme,Sheldon Lettich,110,Thriller,2.0068478,15102717
15000000,52970014,Frankie Muniz,Shawn Levy,88,Comedy,3.531334267,37970014
15000000,15785148,Robert Downey Jr.,Shane Black,103,Action,1.0523432,785148
15000000,20529194,Gwyneth Paltrow,Shana Feste,117,Drama,1.368612933,5529194
15000000,56255142,Emile Hirsch,Sean Penn,148,Adventure,3.7503428,41255142
15000000,14867514,Hilary Duff,Sean McNamara,103,Music,0.9911676,-132486
15000000,9104716,Michelle Williams,Saul Dibb,107,Drama,0.6069810667,-5895284
15000000,29331068,Lindsay Lohan,Sara Sugarman,89,Music,1.955404533,14331068
15000000,356296601,Kevin Spacey,Sam Mendes,122,Drama,23.75310673,341296601
15000000,15608545,Russell Crowe,RZA,96,Action,1.040569667,608545
15000000,3533227,Bradley Cooper,Ryûhei Kitamura,98,Mystery,0.2355484667,-11466773
15000000,76382,Dolph Lundgren,Russell Mulcahy,93,Drama,0.005092133333,-14923618
15000000,30050028,Patrick Swayze,Rowdy Herrington,114,Action,2.0033352,15050028
15000000,9237470,Kurt Russell,Ron Shelton,118,Action,0.6158313333,-5762530
15000000,35509515,Kevin Costner,Roger Donaldson,114,Crime,2.367301,20509515
15000000,32556119,Pierce Brosnan,Roger Donaldson,108,Crime,2.170407933,17556119
15000000,118243066,Charles Grodin,Rod Daniel,89,Family,7.882871067,103243066
15000000,40283321,Jordana Brewster,Robert Rodriguez,104,Horror,2.685554733,25283321
15000000,11300653,Marcello Mastroianni,Robert Altman,133,Drama,0.7533768667,-3699347
15000000,2281585,Neve Campbell,Robert Altman,112,Drama,0.1521056667,-12718415
15000000,80253908,Malcolm McDowell,Rob Zombie,109,Horror,5.350260533,65253908
15000000,39421467,Scout Taylor-Compton,Rob Zombie,105,Horror,2.6280978,24421467
15000000,35007180,Joshua Jackson,Rob Cohen,106,Crime,2.333812,20007180
15000000,49469904,Judi Dench,Richard Eyre,92,Drama,3.2979936,34469904
15000000,1143856,Romola Garai,Richard Eyre,90,Drama,0.07625706667,-13856144
15000000,120207127,Mel Gibson,Richard Donner,110,Adventure,8.013808467,105207127
15000000,40105542,Sandra Bullock,Phil Traill,99,Comedy,2.6737028,25105542
15000000,8762890,Rainn Wilson,Peter Cattaneo,102,Comedy,0.5841926667,-6237110
15000000,43101594,Mark Wahlberg,Paul Thomas Anderson,155,Drama,2.8734396,28101594
15000000,4627375,Taylor Schilling,Paul Johansson,97,Drama,0.3084916667,-10372625
15000000,76286096,J.J. Johnson,Paul Greengrass,111,Drama,5.085739733,61286096
15000000,100734718,Jensen Ackles,Patrick Lussier,101,Mystery,6.715647867,85734718
15000000,8786375,Cyril Raffaelli,Patrick Alessandrin,101,Action,0.5857583333,-6213625
15000000,43848069,Charlie Sheen,Oliver Stone,126,Crime,2.9232046,28848069
15000000,21766271,Naomi Watts,Oliver Hirschbiegel,113,Drama,1.451084733,6766271
15000000,76175166,Ryan Gosling,Nicolas Winding Refn,100,Drama,5.0783444,61175166
15000000,28733290,Lance Guest,Nick Castle,101,Adventure,1.915552667,13733290
15000000,46905889,Jennifer Aniston,Nicholas Hytner,111,Comedy,3.127059267,31905889
15000000,133432856,Jean Dujardin,Michel Hazanavicius,100,Drama,8.895523733,118432856
15000000,21000000,Tim McGraw,Michael Mayer,95,Drama,1.4,6000000
15000000,8620929,William Petersen,Michael Mann,119,Crime,0.5747286,-6379071
15000000,7938872,Naomi Watts,Michael Haneke,112,Horror,0.5292581333,-7061128
15000000,61548707,Adam Scott,Michael Dougherty,98,Horror,4.103247133,46548707
15000000,50000000,Robert De Niro,Michael Cimino,183,Drama,3.333333333,35000000
15000000,5217498,Susan Ward,Mary Lambert,105,Thriller,0.3478332,-9782502
15000000,32002538,Colin Farrell,Martin McDonagh,107,Comedy,2.133502533,17002538
15000000,19422261,Colin Farrell,Martin McDonagh,110,Comedy,1.2948174,4422261
15000000,316360478,Eddie Murphy,Martin Brest,105,Action,21.09069853,301360478
15000000,9455232,Carey Mulligan,Mark Romanek,104,Drama,0.6303488,-5544768
15000000,868439,Abbie Cornish,Madonna,119,Drama,0.05789593333,-14131561
15000000,59389433,Anne Hathaway,Lone Scherfig,107,Drama,3.959295533,44389433
15000000,16500000,Peter Strauss,Lamont Johnson,90,Adventure,1.1,1500000
15000000,44065653,Wesley Snipes,Kevin Hooks,84,Action,2.9377102,29065653
15000000,19853892,William Hurt,Ken Russell,102,Mystery,1.3235928,4853892
15000000,42000000,Jeremy Renner,Kathryn Bigelow,131,Drama,2.8,27000000
15000000,64238440,Imogen Poots,Juan Carlos Fresnadillo,100,Horror,4.282562667,49238440
15000000,145000000,Dane DeHaan,Josh Trank,84,Science Fiction,9.666666667,130000000
15000000,14643997,Eileen Brennan,Jonathan Lynn,94,Comedy,0.9762664667,-356003
15000000,30238577,Beyoncé Knowles,Jonathan Lynn,122,Comedy,2.015905133,15238577
15000000,4882577,Ben Affleck,John Wells,104,Drama,0.3255051333,-10117423
15000000,1914166,Tracey Ullman,John Waters,89,Comedy,0.1276110667,-13085834
15000000,79258538,John Candy,John Hughes,100,Comedy,5.283902533,64258538
15000000,27739163,Jeff Bridges,Joel Coen,117,Comedy,1.849277533,12739163
15000000,40577001,Jim Henson,Jim Henson,93,Fantasy,2.7051334,25577001
15000000,151831537,Johnny Knoxville,Jeff Tremaine,92,Comedy,10.12210247,136831537
15000000,52501541,Reese Witherspoon,Jean-Marc Vallée,115,Drama,3.500102733,37501541
15000000,8235661,Bryan Cranston,Jay Roach,124,Drama,0.5490440667,-6764339
15000000,13290368,Molly Ringwald,James Toback,81,Romance,0.8860245333,-1709632
15000000,121201940,Eddie Redmayne,James Marsh,123,Drama,8.080129333,106201940
15000000,44862187,Sylvester Stallone,James Mangold,104,Action,2.990812467,29862187
15000000,20380,Penélope Cruz,Jake Paltrow,93,Comedy,0.001358666667,-14979620
15000000,201957688,Arnold Schwarzenegger,Ivan Reitman,111,Comedy,13.46384587,186957688
15000000,216614388,Arnold Schwarzenegger,Ivan Reitman,107,Comedy,14.4409592,201614388
15000000,61399552,Chevy Chase,Harold Ramis,98,Comedy,4.093303467,46399552
15000000,12308521,Robin Williams,Harold Ramis,96,Comedy,0.8205680667,-2691479
15000000,8138788,Matt Damon,Gus Van Sant,106,Drama,0.5425858667,-6861212
15000000,10611160,Timothy Hutton,George A. Romero,122,Mystery,0.7074106667,-4388840
