budget,revenue,actor,director,runtime,genre,profit
11000000,34872033,Robert Englund,Rachel Talalay,89,Horror,23872033
11000000,104931801,Sigourney Weaver,Ridley Scott,117,Horror,93931801
11000000,23978402,Chris Kattan,Rob Pritts,86,Action,12978402
11000000,48572000,Kevin Bacon,Ron Underwood,96,Action,37572000
11000000,46396427,Hrithik Roshan,Sanjay Gadhvi,147,Drama,35396427
11000000,61619773,Helen Mirren,Simon Curtis,120,Drama,50619773
11000000,20000000,Ryan O'Neal,Stanley Kubrick,184,Drama,9000000
11000000,59827328,Ice Cube,Steve Carr,98,Comedy,48827328
11000000,11439193,Denis Leary,Ted Demme,97,Comedy,439193
11000000,141195658,Sean Connery,Terence Young,130,Adventure,130195658
11000000,39363635,Susan Sarandon,Tim Robbins,122,Drama,28363635
11000000,32861136,Ming-Na Wen,Wayne Wang,139,Drama,21861136
11000000,2807854,Milla Jovovich,William A. Graham,98,Drama,-8192146
11000000,27391084,Emma Stone,Woody Allen,95,Mystery,16391084
11500000,20079850,Winona Ryder,Ben Stiller,99,Drama,8579850
11500000,69564,Mischa Barton,Brett Simon,93,Comedy,-11430436
11500000,23237911,Anthony Hopkins,James Ivory,134,Drama,11737911
11500000,1402307,Jean-Claude Van Damme,John Hyams,114,Thriller,-10097693
11500000,57469467,Dale Midkiff,Mary Lambert,103,Drama,45969467
11500000,186702,Kate Beckinsale,Rod Lurie,108,Drama,-11313298
11700000,88036683,Annabella Sciorra,Curtis Hanson,110,Drama,76336683
11800000,40272135,Cate Blanchett,Todd Haynes,118,Romance,28472135
11930000,18340000,Kate Winslet,Jocelyn Moorhouse,118,Drama,6410000
12000000,30036000,Meryl Streep,Alan J. Pakula,151,Drama,18036000
12000000,17654912,Bruce Dern,Alexander Payne,115,Drama,5654912
12000000,4000000,David Duchovny,Andy Wilson,94,Drama,-8000000
12000000,114194847,Channing Tatum,Anne Fletcher,104,Music,102194847
12000000,30400000,Barbra Streisand,Barbra Streisand,132,Music,18400000
12000000,36450736,Kathleen Turner,Bob Clark,97,Comedy,24450736
12000000,37170057,John Lithgow,Brian De Palma,91,Drama,25170057
12000000,42931041,Jason Statham,Brian Taylor,88,Action,30931041
12000000,12077441,Mia Wasikowska,Chan-wook Park,99,Drama,77441
12000000,9620399,Lindsay Lohan,Chris Sivertson,105,Crime,-2379601
12000000,15826984,Pat Morita,Christopher Cain,107,Adventure,3826984
12000000,31179516,Cedric the Entertainer,Christopher Erskin,97,Comedy,19179516
12000000,5542025,Catherine O'Hara,Christopher Guest,86,Comedy,-6457975
12000000,11293663,Ryan Gosling,Craig Gillespie,106,Comedy,-706337
12000000,32726956,Katy Perry,Dan Cutforth,93,Documentary,20726956
12000000,1456675,John Hawkes,Daniel Schechter,94,Comedy,-10543325
12000000,22750363,Sean Astin,David Anspaugh,114,Drama,10750363
12000000,21133087,Kevin Bacon,David Koepp,99,Horror,9133087
12000000,60273173,Michael Ealy,David M. Rosenthal,100,Drama,48273173
12000000,56309766,Jessica Alba,David Moreau,98,Drama,44309766
12000000,2521,Samuel L. Jackson,David Weaver,90,Thriller,-11997479
12000000,78756177,Leslie Nielsen,David Zucker,85,Action,66756177
12000000,32248241,Jonny Weston,Dean Israelite,106,Science Fiction,20248241
12000000,9622846,Eva Longoria,Dean Wright,145,Drama,-2377154
12000000,41205099,Adam Sandler,Dennis Dugan,92,Comedy,29205099
12000000,24829644,Brad Dourif,Don Mancini,87,Comedy,12829644
12000000,46044400,Steven Seagal,Dwight H. Little,94,Action,34044400
12000000,23006849,Emma Roberts,Elizabeth Allen Rosenbaum,104,Fantasy,11006849
12000000,21001563,Cher,Franco Zeffirelli,117,Comedy,9001563
12000000,89800000,George C. Scott,Franklin J. Schaffner,172,Drama,77800000
12000000,53267000,Steve McQueen,Franklin J. Schaffner,151,Crime,41267000
12000000,3769990,Andre Gower,Fred Dekker,82,Horror,-8230010
12000000,7070330,Ioan Gruffudd,Gábor Csupó,103,Adventure,-4929670
12000000,38368909,Dane Cook,Greg Coolidge,103,Comedy,26368909
12000000,110996879,Michael J. Fox,Herbert Ross,111,Comedy,98996879
12000000,85512300,Nat Wolff,Jake Schreier,109,Drama,73512300
12000000,3148182,Joaquin Phoenix,James Gray,110,Drama,-8851818
12000000,22939027,Charlize Theron,Jason Reitman,94,Comedy,10939027
12000000,31155435,Method Man,Jesse Dylan,93,Comedy,19155435
12000000,79567667,Matthew Broderick,John Badham,114,Thriller,67567667
12000000,22921898,Matt Damon,John Dahl,121,Drama,10921898
12000000,40855419,Jennifer Carpenter,John Erick Dowdle,89,Horror,28855419
12000000,15942628,Patrick Swayze,John Irvin,108,Adventure,3942628
12000000,43493123,John Cho,Jon Hurwitz,107,Comedy,31493123
12000000,305151265,Shailene Woodley,Josh Boone,125,Romance,293151265
12000000,35931410,Ashton Kutcher,Joshua Michael Stern,128,Drama,23931410
12000000,56298474,Salma Hayek,Julie Taymor,123,Drama,44298474
12000000,27400000,Christina Ricci,Lesli Linka Glatter,100,Comedy,15400000
12000000,204940,Keanu Reeves,Malcolm Venville,108,Action,-11795060
12000000,1381665,Alan Rickman,Marc Evans,112,Romance,-10618335
12000000,15945534,John Candy,Mark L. Lester,88,Action,3945534
12000000,52223306,Robin Williams,Mark Romanek,96,Horror,40223306
12000000,81272766,Roselyn Sánchez,Mike McCoy,110,Action,69272766
12000000,20138836,Kal Penn,Mira Nair,122,Drama,8138836
12000000,1644755,Colin Farrell,Neil Jordan,111,Drama,-10355245
12000000,6814789,Michael Fassbender,Neil Marshall,97,Drama,-5185211
12000000,35485056,Richard Gere,Nicholas Jarecki,100,Drama,23485056
12000000,96800000,William Shatner,Nicholas Meyer,113,Science Fiction,84800000
12000000,100000000,Oliver Cooper,Nima Nourizadeh,88,Comedy,88000000
12000000,972512,Woody Harrelson,Oren Moverman,108,Crime,-11027488
12000000,68706993,Harrison Ford,Peter Weir,113,Crime,56706993
12000000,84967,Josh Hartnett,Petter Næss,92,Comedy,-11915033
12000000,9584131,David Belle,Pierre Morel,84,Action,-2415869
12000000,39673162,Pam Grier,Quentin Tarantino,154,Action,27673162
12000000,101332962,Greg Kinnear,Randall Wallace,99,Drama,89332962
12000000,4922166,Kelly Clarkson,Robert Iscove,90,Comedy,-7077834
12000000,15008161,Danny Trejo,Robert Rodriguez,107,Action,3008161
12000000,20000000,Steve McQueen,Robert Wise,182,Action,8000000
12000000,6754898,Annette Bening,Ryan Murphy,116,Drama,-5245102
12000000,22765081,Kris Kristofferson,Sam Peckinpah,110,Action,10765081
12000000,56715371,Keir Dullea,Stanley Kubrick,149,Science Fiction,44715371
12000000,60000000,Kirk Douglas,Stanley Kubrick,197,Action,48000000
12000000,66351,Eric Bana,Stefan Ruzowitzky,95,Crime,-11933649
12000000,100129872,Judi Dench,Stephen Frears,98,Drama,88129872
12000000,5285197,Blake Woodruff,Stewart Hendler,94,Crime,-6714803
12000000,40716963,Paul Newman,Sydney Pollack,116,Drama,28716963
12000000,61141030,Britney Spears,Tamra Davis,93,Action,49141030
12000000,29800000,Mickey Rooney,Ted Berman,82,Adventure,17800000
12000000,17292381,Alex D. Linz,Tim Hill,86,Comedy,5292381
12000000,75781642,Ice Cube,Tim Story,102,Comedy,63781642
12000000,96070507,Michael Ealy,Tim Story,123,Comedy,84070507
12000000,4884663,Karen Black,Tobe Hooper,100,Science Fiction,-7115337
12000000,10289,Jason Statham,Tony Giglio,106,Drama,-11989711
12250000,2295423,Guy Pearce,David Michôd,100,Crime,-9954577
12300000,84460846,Gabriel Damon,Don Bluth,69,Animation,72160846
12305523,36230219,Mel Gibson,George Miller,107,Action,23924696
12468389,29007412,Rebel Wilson,Stephan Elliott,97,Comedy,16539023
12500000,23367586,Derek Luke,Denzel Washington,120,Drama,10867586
12500000,75993061,Ryan Gosling,George Clooney,101,Drama,63493061
12500000,1083683,Kevin Spacey,George Hickenlooper,108,Crime,-11416317
12500000,238227,Richard Chamberlain,J. Lee Thompson,100,Action,-12261773
12500000,10725228,Al Pacino,James Foley,100,Crime,-1774772
12500000,1353868,Zac Efron,Lee Daniels,107,Thriller,-11146132
12500000,20416563,Vera Farmiga,Mark Herman,94,War,7916563
12500000,49002684,Kevin Hart,Steve Pink,100,Comedy,36502684
12500000,27206120,Rumer Willis,Stewart Hendler,101,Horror,14706120
12500000,6732980,Hilary Swank,Tony Goldwyn,107,Drama,-5767020
12500000,12281551,Christian Slater,Tony Scott,120,Action,-218449
12500000,3878993,"Clifton Collins, Jr.",William Dear,118,Drama,-8621007
12600000,18658381,Tom Hardy,Michaël R. Roskam,106,Drama,6058381
12600000,28650575,Desmond Harrington,Rob Schmidt,84,Horror,16050575
12700000,3430018,Brendan Gleeson,Don McKellar,112,Comedy,-9269982
12800000,40031879,Björk,Lars von Trier,140,Drama,27231879
13000000,428868,Gabrielle Anwar,Abel Ferrara,87,Horror,-12571132
13000000,27500000,Kirsten Dunst,Andrew Fleming,94,Comedy,14500000
13000000,123922370,Robin Williams,Barry Levinson,121,Comedy,110922370
13000000,68572378,Halle Berry,Brad Anderson,94,Thriller,55572378
13000000,23727301,Romain Duris,Cédric Klapisch,129,Comedy,10727301
13000000,73180723,Ashton Kutcher,Danny Leiner,83,Comedy,60180723
13000000,327803731,Natalie Portman,Darren Aronofsky,108,Drama,314803731
13000000,45300000,Teo Halm,Dave Green,89,Family,32300000
13000000,8038508,Jeremy Irons,David Cronenberg,115,Drama,-4961492
13000000,1151330,Sigourney Weaver,Douglas McGrath,110,Drama,-11848670
13000000,96060858,Ashton Kutcher,Eric Bress,113,Science Fiction,83060858
13000000,47542841,Al Pacino,Francis Ford Coppola,200,Drama,34542841
13000000,754249,Nathaniel Brown,Gaspar Noé,161,Fantasy,-12245751
13000000,32848185,Helen Mirren,Gavin Hood,102,Drama,19848185
13000000,10652035,Jim Carrey,Glenn Ficarra,98,Comedy,-2347965
13000000,14894347,Penélope Cruz,Isabel Coixet,112,Drama,1894347
13000000,20560255,Justin Whalin,Jack Bender,90,Horror,7560255
13000000,17040871,Bill Paxton,James Cameron,92,Family,4040871
13000000,318000141,Patrick Wilson,James Wan,112,Horror,305000141
13000000,65796862,Daniel Day-Lewis,Jim Sheridan,133,Drama,52796862
13000000,97837138,Colin Farrell,Joel Schumacher,81,Thriller,84837138
13000000,35763605,Alex Vincent,John Lafia,84,Drama,22763605
13000000,4619014,Jerry O'Connell,John Payson,78,Fantasy,-8380986
13000000,16929123,Kirsten Dunst,John Stockwell,99,Drama,3929123
13000000,7820688,Kathleen Turner,John Waters,95,Crime,-5179312
13000000,98441954,Justin Bieber,Jon M. Chu,105,Documentary,85441954
13000000,8946237,Helen Mirren,Kevin Williamson,96,Comedy,-4053763
13000000,27007143,Mark Wahlberg,Kirk Wong,91,Action,14007143
13000000,1646788,Tom Hiddleston,Marc Abraham,123,Drama,-11353212
13000000,16757163,Ryan Phillippe,Mark Christopher,93,Music,3757163
13000000,1784763,Olivia Taylor Dudley,Mark Neveldine,91,Thriller,-11215237
13000000,11130889,Billy Bob Thornton,Michael Polish,104,Adventure,-1869111
13000000,53000000,Peter Weller,Paul Verhoeven,102,Action,40000000
13000000,18000000,Tina Fey,Paul Weitz,107,Comedy,5000000
13000000,114956699,Meryl Streep,Phyllida Lloyd,105,History,101956699
13000000,37664855,Jamie Lee Curtis,Rick Rosenthal,94,Horror,24664855
13000000,48065672,Miles Teller,Scott Moore,93,Comedy,35065672
13000000,18295,Penélope Cruz,Sergio Castellitto,127,Drama,-12981705
13000000,22863596,John Cusack,Spike Jonze,112,Fantasy,9863596
13000000,33400000,Logan Lerman,Stephen Chbosky,102,Drama,20400000
13000000,3752426,Kristy Swanson,Stewart Raffill,95,Fantasy,-9247574
13000000,75511123,Columbus Short,Sylvain White,114,Drama,62511123
13000000,54837234,Bill Murray,Theodore Melfi,102,Comedy,41837234
13000000,91038276,Julia Stiles,Thomas Carter,112,Drama,78038276
13000000,17917287,Vincent Pérez,Tim Pope,84,Action,4917287
13200000,15171476,Maxwell Caulfield,Patricia Birch,115,Comedy,1971476
13200000,53830415,Idris Elba,Sam Miller,84,Thriller,40630415
13300000,5380251,Scarlett Johansson,Jonathan Glazer,108,Thriller,-7919749
13500000,19255873,Geoffrey Rush,Giuseppe Tornatore,124,Drama,5755873
13500000,7060876,Geoffrey Rush,Philip Kaufman,124,Drama,-6439124
13500000,187674,Jeremy Irvine,Roland Emmerich,129,Drama,-13312326
13500000,201965915,Judith Hoag,Steve Barron,93,Science Fiction,188465915
13500000,29027914,Julianne Moore,Todd Haynes,107,Drama,15527914
13500000,11285588,Woody Allen,Woody Allen,104,Comedy,-2214412
13800000,27100027,Burt Reynolds,Don Bluth,89,Drama,13300027
13800000,52293982,Paul Newman,Martin Scorsese,119,Drama,38493982
14000000,320145693,Michael Douglas,Adrian Lyne,119,Horror,306145693
14000000,178043761,Heath Ledger,Ang Lee,134,Drama,164043761
14000000,159157447,Clint Eastwood,Clint Eastwood,131,Western,145157447
14000000,57915972,Danny DeVito,Danny DeVito,88,Crime,43915972
14000000,111721910,Omar Sharif,David Lean,197,Drama,97721910
14000000,13015688,Alain Delon,David Lowell Rich,123,Action,-984312
14000000,22852638,Milla Jovovich,David Twohy,98,Thriller,8852638
14000000,5108820,Joshua Jackson,Davis Guggenheim,90,Drama,-8891180
14000000,6413915,Jason Segel,Dewey Nicks,86,Comedy,-7586085
14000000,463000000,Julia Roberts,Garry Marshall,119,Romance,449000000
14000000,35856053,George C. Scott,Harold Becker,126,Drama,21856053
14000000,72527595,Alicia Witt,Jamie Blanks,99,Horror,58527595
14000000,5080409,Gabriel Byrne,Joel Coen,115,Drama,-8919591
14000000,30749142,Linda Blair,John Boorman,118,Horror,16749142
14000000,39673161,Steven Seagal,John Flynn,91,Action,25673161
14000000,116000000,Steve McQueen,John Guillermin,159,Action,102000000
14000000,875386,Jean-Claude Van Damme,John Hyams,97,Adventure,-13124614
14000000,38574362,Jennifer Morrison,John Ottman,97,Horror,24574362
14000000,27515786,Janet Jackson,John Singleton,109,Drama,13515786
14000000,154864401,Leon Robinson,Jon Turteltaub,98,Comedy,140864401
14000000,11417362,Victoria Justice,Josh Schwartz,87,Comedy,-2582638
14000000,46495,Anna Paquin,Kenneth Lonergan,149,Drama,-13953505
14000000,25482931,Ice Cube,Kevin Bray,95,Action,11482931
14000000,185438673,Roger Moore,Lewis Gilbert,125,Adventure,171438673
14000000,10424470,Monica Potter,Mark Waters,86,Comedy,-3575530
14000000,233555708,Benedict Cumberbatch,Morten Tyldum,113,History,219555708
14000000,85446075,Jeffrey Dean Morgan,Ole Bornedal,92,Horror,71446075
14000000,18535191,Cate Blanchett,Oliver Parker,97,Drama,4535191
14000000,161001698,Tom Cruise,Oliver Stone,145,Drama,147001698
14000000,62134225,Nick Nolte,Paul Mazursky,103,Comedy,48134225
14000000,34793160,Klaus Maria Brandauer,Randal Kleiser,107,Action,20793160
14000000,21409028,Forest Whitaker,Rick Famuyiwa,103,Comedy,7409028
14000000,63513743,Jason Scott Lee,Rob Cohen,120,Drama,49513743
14000000,1755212,Madeline Carroll,Rob Reiner,90,Comedy,-12244788
14000000,13551174,Sigourney Weaver,Rodrigo Cortés,119,Thriller,-448826
14000000,24637469,Whitney Houston,Salim Akil,116,Drama,10637469
14000000,16002420,Carey Mulligan,Sarah Gavron,106,Drama,2002420
14000000,6856989,Richard Gere,Scott McGehee,104,Drama,-7143011
14000000,32482682,Spike Lee,Spike Lee,132,Drama,18482682
14000000,34670720,Glenn Close,Stephen Frears,119,Drama,20670720
14000000,12314651,Rob Corddry,Steve Pink,93,Comedy,-1685349
14000000,32645546,Jeff Daniels,Wayne Wang,106,Comedy,18645546
14000000,173046663,David Arquette,Wes Craven,111,Crime,159046663
14000000,19800000,Eddie Murphy,Wes Craven,100,Comedy,5800000
14000000,18090181,Heather Langenkamp,Wes Craven,112,Horror,4090181
14000000,2735731,Woody Allen,Woody Allen,85,Thriller,-11264269
14200000,674918,Bryce Dallas Howard,Lars von Trier,139,Drama,-13525082
14350531,3964682,Nick Frost,Joe Cornish,88,Action,-10385849
14400000,34700291,Sam Waterston,Roland Joffé,141,War,20300291
14500000,147298761,Leonardo DiCaprio,Baz Luhrmann,120,Drama,132798761
14500000,22963701,Jamel Debbouze,Rachid Bouchareb,128,Drama,8463701
14500000,8089290,Michael Paré,Walter Hill,93,Action,-6410710
14600000,70906973,Bill Murray,Harold Ramis,101,Romance,56306973
14800000,122413057,Channing Tatum,Gregory Jacobs,115,Comedy,107613057
15000000,34604000,Gene Hackman,Alan Parker,128,Thriller,19604000
15000000,109000000,Patrick Stewart,Alastair Fothergill,90,Documentary,94000000
15000000,36869414,Domhnall Gleeson,Alex Garland,108,Drama,21869414
15000000,94000000,Brandon Lee,Alex Proyas,102,Fantasy,79000000
15000000,69623713,Aaron Stanford,Alexandre Aja,107,Horror,54623713
15000000,37930465,Brad Pitt,Andrew Dominik,97,Crime,22930465
15000000,24769466,Fairuza Balk,Andrew Fleming,101,Fantasy,9769466
15000000,146497771,Jessica Chastain,Andy Muschietti,100,Horror,131497771
15000000,31554855,Philip Seymour Hoffman,Anton Corbijn,121,Thriller,16554855
15000000,31559552,Dustin Hoffman,Arthur Penn,139,Action,16559552
15000000,11992014,Adam Scott,Asif Kapadia,85,Drama,-3007986
15000000,8459458,Julianne Moore,Atom Egoyan,96,Drama,-6540542
15000000,3020664,Bill Murray,Barry Levinson,100,Comedy,-11979336
15000000,64256513,Dustin Hoffman,Barry Levinson,97,Comedy,49256513
15000000,15121165,Michael Pitt,Bernardo Bertolucci,115,Drama,121165
15000000,5926410,Woody Harrelson,Brad Anderson,111,Thriller,-9073590
15000000,12000000,Barry Pepper,Brian Koppelman,92,Crime,-3000000
15000000,5024782,Michael Douglas,Brian Koppelman,90,Comedy,-9975218
15000000,66000000,Jason David Frank,Bryan Spicer,92,Action,51000000
15000000,14860766,Tye Sheridan,Christopher B. Landon,93,Comedy,-139234
15000000,47175038,Debra Messing,Clare Kilner,88,Comedy,32175038
15000000,42724017,Clint Eastwood,Clint Eastwood,130,Action,27724017
15000000,51053787,Anne Hathaway,Cory Edwards,80,Animation,36053787
15000000,10903846,Samuel L. Jackson,Craig Brewer,116,Drama,-4096154
15000000,377910544,Dev Patel,Danny Boyle,120,Drama,362910544
15000000,60629159,Jeff Goldblum,David Cronenberg,96,Horror,45629159
15000000,2856712,Jennifer Jason Leigh,David Cronenberg,97,Action,-12143288
15000000,27462041,Keira Knightley,David Cronenberg,99,Drama,12462041
15000000,70000000,Peter O'Toole,David Lean,216,Adventure,55000000
15000000,3675201,Bill Pullman,David Lynch,134,Drama,-11324799
15000000,20117339,Naomi Watts,David Lynch,147,Thriller,5117339
15000000,17507368,James Marsden,David Nutter,82,Horror,2507368
15000000,9902115,Jodi Lyn O'Keefe,David Raynr,94,Drama,-5097885
15000000,21032267,Sally Field,David Seltzer,123,Comedy,6032267
15000000,10443316,Drew Barrymore,Dean Parisot,93,Drama,-4556684
15000000,30226144,Denzel Washington,Denzel Washington,126,Drama,15226144
15000000,35485608,Ryan Gosling,Derek Cianfrance,140,Drama,20485608
15000000,41092328,Laurence Olivier,Desmond Davis,118,Adventure,26092328
15000000,163169,Naomi Watts,Dick Maas,111,Action,-14836831
15000000,10219460,Christopher Walken,Douglas Trumbull,106,Science Fiction,-4780540
15000000,16633035,Ellen Page,Drew Barrymore,111,Drama,1633035
15000000,113221,Vincent Gallo,Francis Ford Coppola,127,Drama,-14886779
15000000,40590000,Nick Nolte,Francis Veber,96,Comedy,25590000
15000000,6908797,Meryl Streep,Fred Schepisi,120,Drama,-8091203
15000000,46770602,Simon Baker,George A. Romero,93,Horror,31770602
15000000,10611160,Timothy Hutton,George A. Romero,122,Mystery,-4388840
15000000,8138788,Matt Damon,Gus Van Sant,106,Drama,-6861212
15000000,61399552,Chevy Chase,Harold Ramis,98,Comedy,46399552
15000000,12308521,Robin Williams,Harold Ramis,96,Comedy,-2691479
15000000,201957688,Arnold Schwarzenegger,Ivan Reitman,111,Comedy,186957688
15000000,216614388,Arnold Schwarzenegger,Ivan Reitman,107,Comedy,201614388
15000000,20380,Penélope Cruz,Jake Paltrow,93,Comedy,-14979620
15000000,44862187,Sylvester Stallone,James Mangold,104,Action,29862187
15000000,121201940,Eddie Redmayne,James Marsh,123,Drama,106201940
15000000,13290368,Molly Ringwald,James Toback,81,Romance,-1709632
15000000,8235661,Bryan Cranston,Jay Roach,124,Drama,-6764339
15000000,52501541,Reese Witherspoon,Jean-Marc Vallée,115,Drama,37501541
15000000,151831537,Johnny Knoxville,Jeff Tremaine,92,Comedy,136831537
15000000,40577001,Jim Henson,Jim Henson,93,Fantasy,25577001
15000000,27739163,Jeff Bridges,Joel Coen,117,Comedy,12739163
15000000,79258538,John Candy,John Hughes,100,Comedy,64258538
15000000,1914166,Tracey Ullman,John Waters,89,Comedy,-13085834
15000000,4882577,Ben Affleck,John Wells,104,Drama,-10117423
15000000,30238577,Beyoncé Knowles,Jonathan Lynn,122,Comedy,15238577
15000000,14643997,Eileen Brennan,Jonathan Lynn,94,Comedy,-356003
15000000,145000000,Dane DeHaan,Josh Trank,84,Science Fiction,130000000
15000000,64238440,Imogen Poots,Juan Carlos Fresnadillo,100,Horror,49238440
15000000,42000000,Jeremy Renner,Kathryn Bigelow,131,Drama,27000000
15000000,19853892,William Hurt,Ken Russell,102,Mystery,4853892
15000000,44065653,Wesley Snipes,Kevin Hooks,84,Action,29065653
15000000,16500000,Peter Strauss,Lamont Johnson,90,Adventure,1500000
15000000,59389433,Anne Hathaway,Lone Scherfig,107,Drama,44389433
15000000,868439,Abbie Cornish,Madonna,119,Drama,-14131561
15000000,9455232,Carey Mulligan,Mark Romanek,104,Drama,-5544768
15000000,316360478,Eddie Murphy,Martin Brest,105,Action,301360478
15000000,32002538,Colin Farrell,Martin McDonagh,107,Comedy,17002538
15000000,19422261,Colin Farrell,Martin McDonagh,110,Comedy,4422261
15000000,5217498,Susan Ward,Mary Lambert,105,Thriller,-9782502
15000000,50000000,Robert De Niro,Michael Cimino,183,Drama,35000000
15000000,61548707,Adam Scott,Michael Dougherty,98,Horror,46548707
15000000,7938872,Naomi Watts,Michael Haneke,112,Horror,-7061128
15000000,8620929,William Petersen,Michael Mann,119,Crime,-6379071
15000000,21000000,Tim McGraw,Michael Mayer,95,Drama,6000000
15000000,133432856,Jean Dujardin,Michel Hazanavicius,100,Drama,118432856
15000000,46905889,Jennifer Aniston,Nicholas Hytner,111,Comedy,31905889
15000000,28733290,Lance Guest,Nick Castle,101,Adventure,13733290
15000000,76175166,Ryan Gosling,Nicolas Winding Refn,100,Drama,61175166
15000000,21766271,Naomi Watts,Oliver Hirschbiegel,113,Drama,6766271
15000000,43848069,Charlie Sheen,Oliver Stone,126,Crime,28848069
15000000,8786375,Cyril Raffaelli,Patrick Alessandrin,101,Action,-6213625
15000000,100734718,Jensen Ackles,Patrick Lussier,101,Mystery,85734718
15000000,76286096,J.J. Johnson,Paul Greengrass,111,Drama,61286096
15000000,4627375,Taylor Schilling,Paul Johansson,97,Drama,-10372625
15000000,43101594,Mark Wahlberg,Paul Thomas Anderson,155,Drama,28101594
15000000,8762890,Rainn Wilson,Peter Cattaneo,102,Comedy,-6237110
15000000,40105542,Sandra Bullock,Phil Traill,99,Comedy,25105542
15000000,120207127,Mel Gibson,Richard Donner,110,Adventure,105207127
15000000,49469904,Judi Dench,Richard Eyre,92,Drama,34469904
15000000,1143856,Romola Garai,Richard Eyre,90,Drama,-13856144
15000000,35007180,Joshua Jackson,Rob Cohen,106,Crime,20007180
15000000,80253908,Malcolm McDowell,Rob Zombie,109,Horror,65253908
15000000,39421467,Scout Taylor-Compton,Rob Zombie,105,Horror,24421467
15000000,11300653,Marcello Mastroianni,Robert Altman,133,Drama,-3699347
15000000,2281585,Neve Campbell,Robert Altman,112,Drama,-12718415
15000000,40283321,Jordana Brewster,Robert Rodriguez,104,Horror,25283321
15000000,118243066,Charles Grodin,Rod Daniel,89,Family,103243066
15000000,35509515,Kevin Costner,Roger Donaldson,114,Crime,20509515
15000000,32556119,Pierce Brosnan,Roger Donaldson,108,Crime,17556119
15000000,9237470,Kurt Russell,Ron Shelton,118,Action,-5762530
15000000,30050028,Patrick Swayze,Rowdy Herrington,114,Action,15050028
15000000,76382,Dolph Lundgren,Russell Mulcahy,93,Drama,-14923618
15000000,3533227,Bradley Cooper,Ryûhei Kitamura,98,Mystery,-11466773
15000000,15608545,Russell Crowe,RZA,96,Action,608545
15000000,356296601,Kevin Spacey,Sam Mendes,122,Drama,341296601
15000000,29331068,Lindsay Lohan,Sara Sugarman,89,Music,14331068
15000000,9104716,Michelle Williams,Saul Dibb,107,Drama,-5895284
15000000,14867514,Hilary Duff,Sean McNamara,103,Music,-132486
15000000,56255142,Emile Hirsch,Sean Penn,148,Adventure,41255142
15000000,20529194,Gwyneth Paltrow,Shana Feste,117,Drama,5529194
15000000,15785148,Robert Downey Jr.,Shane Black,103,Action,785148
15000000,52970014,Frankie Muniz,Shawn Levy,88,Comedy,37970014
15000000,30102717,Jean-Claude Van Damme,Sheldon Lettich,110,Thriller,15102717
15000000,66966987,Camilla Belle,Simon West,87,Horror,51966987
15000000,19145732,Emma Watson,Sofia Coppola,90,Drama,4145732
15000000,13060843,Edward Norton,Spike Lee,135,Crime,-1939157
15000000,123384128,Helen Mirren,Stephen Frears,103,Drama,108384128
15000000,59209,Elizabeth Banks,Steven Brill,95,Comedy,-14940791
15000000,146292009,Whoopi Goldberg,Steven Spielberg,154,Drama,131292009
15000000,125212904,Sylvester Stallone,Ted Kotcheff,93,Action,110212904
15000000,30127963,Jim Caviezel,Thomas Carter,115,Drama,15127963
15000000,75700498,Zachary Gordon,Thor Freudenthal,94,Comedy,60700498
15000000,73326666,Geena Davis,Tim Burton,92,Fantasy,58326666
15000000,414211549,Colin Firth,Tom Hooper,118,Drama,399211549
15000000,64191523,Eddie Redmayne,Tom Hooper,120,Drama,49191523
15000000,107217396,Jim Carrey,Tom Shadyac,86,Comedy,92217396
15000000,12036149,Tommy Lee Jones,Tommy Lee Jones,121,Adventure,-2963851
15000000,356830601,Tom Cruise,Tony Scott,110,Drama,341830601
15000000,55184721,Tyler Perry,Tyler Perry,113,Comedy,40184721
15000000,317000,William Hurt,Udayan Prasad,102,Drama,-14683000
15000000,6405245,Alexis Bledel,Vicky Jenson,89,Comedy,-8594755
15000000,9500000,Paul Walker,Wayne Kramer,122,Action,-5500000
15000000,32056467,Brian Bedford,Wolfgang Reitherman,83,Animation,17056467
15000000,85306374,Jonathan Rhys Meyers,Woody Allen,124,Drama,70306374
15000000,10631333,Mia Farrow,Woody Allen,82,Fantasy,-4368667
15000000,96408652,Scarlett Johansson,Woody Allen,96,Drama,81408652
15000000,6700000,Woody Allen,Woody Allen,95,Comedy,-8300000
15500000,7385434,Kevin Zegers,Nick Hurran,95,Comedy,-8114566
15774948,741875,Jason Statham,Elliott Lester,97,Crime,-15033073
16000000,12434778,Chris Pine,Alex Kurtzman,114,Drama,-3565222
16000000,109502303,Paul Giamatti,Alexander Payne,126,Comedy,93502303
16000000,318982,Naomi Watts,Anne Fontaine,100,Drama,-15681018
16000000,48017402,Bridget Fonda,Barbet Schroeder,107,Thriller,32017402
16000000,40492759,Minka Kelly,Christian E. Christiansen,91,Thriller,24492759
16000000,1109660,Kristen Stewart,Danny Pang,90,Thriller,-14890340
16000000,76514050,Odette Annable,David S. Goyer,87,Horror,60514050
16000000,50007546,Cloris Leachman,Diane English,114,Comedy,34007546
16000000,34786960,Hanyu Zhang,Feng Xiaogang,124,Action,18786960
16000000,81452156,Whitney Houston,Forest Whitaker,127,Comedy,65452156
16000000,53478166,Julia Stiles,Gil Junger,97,Comedy,37478166
